イシガキフグ,https://search.yahoo.co.jp/image/search?p=%E3%82%A4%E3%82%B7%E3%82%AC%E3%82%AD%E3%83%95%E3%82%B0&oq=&ei=UTF-8&b=,「イシガキフグ」の画像検索結果
カミソリウオ,https://search.yahoo.co.jp/image/search?p=%E3%82%AB%E3%83%9F%E3%82%BD%E3%83%AA%E3%82%A6%E3%82%AA&oq=&ei=UTF-8&b=,「カミソリウオ」の画像検索結果
ミノカサゴ,https://search.yahoo.co.jp/image/search?p=%E3%83%9F%E3%83%8E%E3%82%AB%E3%82%B5%E3%82%B4&oq=&ei=UTF-8&b=,「ミノカサゴ」の画像検索結果

